S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
1461,Audi Q3 2.0 TDI Quattro,Ahmedabad,2016,45000,Diesel,Automatic,First,17.32 kmpl,1968.0,184.0,5.0,,27.0,8,Audi,Q32.0
1462,Honda Amaze VX i-DTEC,Chennai,2016,15388,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,,7.5,8,Honda,AmazeVX
1463,Chevrolet Optra 1.6 LS,Mumbai,2004,98798,Petrol,Manual,First,14.7 kmpl,1599.0,104.0,5.0,,1.5,20,Chevrolet,Optra1.6
1464,Audi Q5 2.0 TDI Premium Plus,Hyderabad,2016,43000,Diesel,Automatic,First,14.16 kmpl,1968.0,174.3,5.0,,39.5,8,Audi,Q52.0
1465,Maruti Ritz VDi,Hyderabad,2012,85112,Diesel,Manual,First,23.2 kmpl,1248.0,73.94,5.0,,3.39,12,Maruti,RitzVDi
1466,Mahindra Scorpio S6 7 Seater,Kochi,2018,37804,Diesel,Manual,First,15.4 kmpl,2179.0,120.0,7.0,,12.4,6,Mahindra,ScorpioS6
1467,Maruti Ciaz ZDi SHVS,Chennai,2014,45000,Diesel,Manual,First,28.09 kmpl,1248.0,88.5,5.0,,6.85,10,Maruti,CiazZDi
1468,Toyota Corolla Altis Aero D 4D J,Pune,2011,116000,Diesel,Manual,Second,21.43 kmpl,1364.0,138.0,5.0,,5.75,13,Toyota,CorollaAltis
1469,Tata Indica V2 eLS,Chennai,2015,100073,Diesel,Manual,Second,25.0 kmpl,1396.0,69.0,5.0,,2.0,9,Tata,IndicaV2
1470,Maruti 800 Std BSIII,Jaipur,2006,165000,Petrol,Manual,First,16.1 kmpl,796.0,37.0,4.0,,0.9,18,Maruti,800Std
1471,Volkswagen Polo 1.2 MPI Highline,Kolkata,2015,22000,Petrol,Manual,First,16.47 kmpl,1198.0,74.0,5.0,,3.8,9,Volkswagen,Polo1.2
1472,Hyundai Elantra 2.0 SX Option AT,Delhi,2017,9500,Petrol,Automatic,First,14.62 kmpl,1999.0,149.92,5.0,21.77 Lakh,16.35,7,Hyundai,Elantra2.0
1473,Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,152000,Diesel,Automatic,First,11.5 kmpl,2982.0,169.0,7.0,,16.5,12,Toyota,Fortuner4x2
1474,Maruti Baleno Zeta 1.2,Coimbatore,2019,17705,Petrol,Manual,First,21.4 kmpl,1197.0,83.1,5.0,,8.7,5,Maruti,BalenoZeta
1475,Maruti Baleno Zeta 1.2,Mumbai,2016,12000,Petrol,Manual,First,21.4 kmpl,1197.0,83.1,5.0,,6.1,8,Maruti,BalenoZeta
1476,Mini Cooper Countryman D,Hyderabad,2013,51000,Diesel,Automatic,First,23.8 kmpl,1998.0,112.0,5.0,,21.94,11,Mini Cooper,CooperCountryman
1477,Mercedes-Benz S Class 2005 2013 320 CDI,Chennai,2009,42000,Diesel,Automatic,Second,13.0 kmpl,2987.0,210.0,5.0,,22.0,15,Mercedes-Benz,SClass
1478,Maruti Alto K10 LXI,Delhi,2015,51000,Petrol,Manual,First,20.92 kmpl,998.0,67.1,5.0,,2.65,9,Maruti,AltoK10
1479,Maruti Swift VXI Optional,Kochi,2017,42527,Petrol,Manual,First,20.4 kmpl,1197.0,81.8,5.0,,5.27,7,Maruti,SwiftVXI
1480,Chevrolet Sail LT ABS,Kolkata,2014,45000,Diesel,Manual,First,22.1 kmpl,1248.0,74.0,5.0,,2.48,10,Chevrolet,SailLT
1481,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kolkata,2011,70000,Diesel,Manual,First,12.8 kmpl,2494.0,102.0,8.0,,6.0,13,Toyota,Innova2.5
1482,Toyota Fortuner 3.0 Diesel,Mumbai,2009,92000,Diesel,Manual,First,11.5 kmpl,2982.0,171.0,7.0,,8.9,15,Toyota,Fortuner3.0
1483,BMW 3 Series 320d Sport Line,Hyderabad,2012,57156,Diesel,Automatic,Second,18.88 kmpl,1995.0,184.0,5.0,,18.0,12,BMW,3Series
1484,Skoda Octavia Ambition 1.4 TSI MT,Coimbatore,2016,53211,Petrol,Manual,First,16.8 kmpl,1395.0,138.02,5.0,,11.64,8,Skoda,OctaviaAmbition
1485,Toyota Fortuner 3.0 Diesel,Kolkata,2019,80000,Diesel,Manual,First,11.5 kmpl,2982.0,171.0,7.0,,8.99,5,Toyota,Fortuner3.0
1486,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,2009,74000,Diesel,Automatic,First,15.5 kmpl,1896.0,105.0,5.0,,5.25,15,Volkswagen,Jetta2007-2011
1487,Hyundai i20 1.4 CRDi Asta,Kolkata,2011,37000,Diesel,Manual,First,23.0 kmpl,1396.0,90.0,5.0,,2.95,13,Hyundai,i201.4
1488,Tata Manza Club Class Quadrajet90 LX,Mumbai,2013,64000,Diesel,Manual,Second,21.02 kmpl,1248.0,88.76,5.0,,2.65,11,Tata,ManzaClub
1489,Volkswagen Vento Petrol Highline,Pune,2013,57197,Petrol,Manual,First,15.04 kmpl,1598.0,103.6,5.0,,4.0,11,Volkswagen,VentoPetrol
1490,Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,55000,Diesel,Automatic,First,17.6 kmpl,1582.0,126.2,5.0,18.35 Lakh,12.5,8,Hyundai,Creta1.6
1491,Maruti Ritz VXI,Mumbai,2014,33000,Petrol,Manual,First,21.1 kmpl,1197.0,85.8,5.0,,3.25,10,Maruti,RitzVXI
1492,Honda CR-V 2.0L 2WD MT,Delhi,2008,70000,Petrol,Manual,First,13.1 kmpl,1997.0,141.1,5.0,,4.0,16,Honda,CR-V2.0L
1493,Mahindra XUV500 W8 2WD,Delhi,2012,75000,Diesel,Manual,Second,15.1 kmpl,2179.0,140.0,7.0,,6.25,12,Mahindra,XUV500W8
1494,Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,Diesel,Manual,First,21.66 kmpl,1498.0,108.62,5.0,9.19 Lakh,5.8,8,Volkswagen,Ameo1.5
1495,Tata Zest Revotron 1.2 XT,Kolkata,2015,7445,Petrol,Manual,First,17.57 kmpl,1193.0,88.7,5.0,8.09 Lakh,5.0,9,Tata,ZestRevotron
1496,Jaguar XJ 3.0L Portfolio LWB,Kochi,2016,17652,Diesel,Automatic,First,12.9 kmpl,2993.0,270.88,5.0,,58.73,8,Jaguar,XJ3.0L
1497,Toyota Corolla Altis 1.8 VL CVT,Kochi,2018,28321,Petrol,Automatic,First,14.28 kmpl,1798.0,138.03,5.0,23.25 Lakh,17.49,6,Toyota,CorollaAltis
1498,Maruti A-Star Vxi,Pune,2011,69000,Petrol,Manual,Second,19.0 kmpl,998.0,66.1,5.0,,1.95,13,Maruti,A-StarVxi
1499,Honda Accord VTi-L (AT),Mumbai,2007,80000,Petrol,Automatic,First,11.1 kmpl,2354.0,142.0,5.0,,3.0,17,Honda,AccordVTi-L
1500,Hyundai i20 Asta (o),Delhi,2014,42365,Petrol,Manual,First,17.0 kmpl,1197.0,80.0,5.0,,5.5,10,Hyundai,i20Asta
1501,Toyota Fortuner 4x2 AT,Delhi,2013,123000,Diesel,Automatic,First,12.55 kmpl,2982.0,168.5,7.0,,16.5,11,Toyota,Fortuner4x2
1502,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,40000,Petrol,Automatic,Second,11.74 kmpl,1796.0,186.0,5.0,,14.5,13,Mercedes-Benz,NewC-Class
1503,Maruti Baleno Alpha 1.3,Hyderabad,2016,30112,Diesel,Manual,First,27.39 kmpl,1248.0,74.0,5.0,,7.79,8,Maruti,BalenoAlpha
1504,Maruti Ertiga VDI,Kochi,2017,43775,Diesel,Manual,First,20.77 kmpl,1248.0,88.76,7.0,,8.27,7,Maruti,ErtigaVDI
1505,Land Rover Range Rover Sport SE,Kochi,2019,26013,Diesel,Automatic,First,12.65 kmpl,2993.0,255.0,5.0,1.39 Cr,97.07,5,Land Rover,RoverRange
1506,Chevrolet Optra Magnum 1.6 LT ABS BS3,Mumbai,2012,56000,Petrol,Manual,First,12.9 kmpl,1598.0,102.5,5.0,,2.15,12,Chevrolet,OptraMagnum
1507,Honda Civic 2006-2010 1.8 V AT,Hyderabad,2008,95000,Petrol,Automatic,Second,12.9 kmpl,1799.0,130.0,5.0,,3.0,16,Honda,Civic2006-2010
1508,BMW X3 xDrive20d,Coimbatore,2014,41089,Diesel,Automatic,First,16.09 kmpl,1995.0,184.0,5.0,,28.79,10,BMW,X3xDrive20d
1509,Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,2011,41988,Diesel,Automatic,First,20.0 kmpl,1968.0,138.1,5.0,,5.45,13,Skoda,LauraAmbition
1510,Maruti Swift Dzire VDI,Delhi,2013,72486,Diesel,Manual,First,23.4 kmpl,1248.0,74.0,5.0,,3.95,11,Maruti,SwiftDzire
1511,Volvo V40 Cross Country D3,Pune,2013,92000,Diesel,Automatic,First,23.3 kmpl,1984.0,150.0,5.0,,16.0,11,Volvo,V40Cross
1512,Maruti Swift Dzire ZXi,Delhi,2013,40000,Petrol,Manual,First,17.5 kmpl,1298.0,85.8,5.0,,4.25,11,Maruti,SwiftDzire
1513,Land Rover Range Rover 2.2L Pure,Bangalore,2014,56000,Diesel,Automatic,First,12.7 kmpl,2179.0,187.7,5.0,,34.5,10,Land Rover,RoverRange
1514,Honda Accord 2.4 AT,Mumbai,2008,125000,Petrol,Automatic,Third,11.7 kmpl,2354.0,177.6,5.0,,2.6,16,Honda,Accord2.4
1515,Toyota Innova 2.5 G (Diesel) 8 Seater,Kochi,2017,29219,Diesel,Manual,First,12.99 kmpl,2494.0,100.6,8.0,,13.48,7,Toyota,Innova2.5
1516,Toyota Fortuner 4x4 MT,Hyderabad,2018,39927,Diesel,Manual,First,12.55 kmpl,2982.0,168.5,7.0,,32.1,6,Toyota,Fortuner4x4
1517,Honda Jazz 1.2 E i VTEC,Kochi,2018,38593,Petrol,Manual,First,18.7 kmpl,1199.0,88.7,5.0,,6.17,6,Honda,Jazz1.2
1518,Honda City 1.5 V MT,Kolkata,2015,32000,Petrol,Manual,First,17.0 kmpl,1497.0,118.0,5.0,,5.5,9,Honda,City1.5
1519,Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,Diesel,Automatic,First,28.4 kmpl,1248.0,73.75,5.0,11.52 Lakh,9.15,7,Maruti,DzireAMT
1520,Nissan Sunny 2011-2014 Diesel XL,Pune,2014,95000,Diesel,Manual,First,21.64 kmpl,1461.0,84.8,5.0,,4.5,10,Nissan,Sunny2011-2014
1521,Toyota Innova 2.5 G (Diesel) 8 Seater,Chennai,2014,194000,Diesel,Manual,First,12.99 kmpl,2494.0,100.6,8.0,,10.5,10,Toyota,Innova2.5
1522,Honda Brio S MT,Coimbatore,2016,14821,Petrol,Manual,First,19.4 kmpl,1198.0,86.8,5.0,,5.37,8,Honda,BrioS
1523,Volkswagen Vento Petrol Trendline,Bangalore,2012,52000,Petrol,Manual,First,15.04 kmpl,1598.0,103.6,5.0,,5.45,12,Volkswagen,VentoPetrol
1524,Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,First,16.0 kmpl,2179.0,140.0,7.0,,9.25,8,Mahindra,XUV500W4
1525,Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,Diesel,Manual,First,23.0 kmpl,1498.0,98.96,5.0,13.23 Lakh,7.7,8,Ford,EcoSport1.5
1526,Skoda Yeti Ambition 4X2,Hyderabad,2012,99754,Diesel,Manual,First,17.72 kmpl,1968.0,108.49,5.0,,7.99,12,Skoda,YetiAmbition
1527,Hyundai i10 Sportz,Chennai,2012,49000,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,,3.0,12,Hyundai,i10Sportz
1528,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2005,299322,Diesel,Manual,First,12.8 kmpl,2494.0,102.0,8.0,,4.0,19,Toyota,Innova2.5
1529,Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,Diesel,Manual,First,20.65 kmpl,1248.0,88.7,5.0,10.06 Lakh,6.69,6,Tata,ZestQuadrajet
1530,Maruti Swift VDI,Delhi,2014,56000,Diesel,Manual,First,22.9 kmpl,1248.0,74.0,5.0,,4.25,10,Maruti,SwiftVDI
1531,Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,Diesel,Automatic,First,21.72 kmpl,1498.0,108.4,5.0,15.34 Lakh,10.5,7,Skoda,Rapid1.5
1532,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,11241,Diesel,Manual,First,13.68 kmpl,2393.0,147.8,8.0,24.01 Lakh,22.55,5,Toyota,InnovaCrysta
1533,Hyundai Verna 1.6 SX VTVT,Pune,2014,48000,Petrol,Manual,Second,17.01 kmpl,1591.0,121.3,5.0,,5.2,10,Hyundai,Verna1.6
1534,Honda City i VTEC VX Option,Coimbatore,2019,23882,Petrol,Manual,First,17.4 kmpl,1497.0,117.3,5.0,,11.87,5,Honda,Cityi
1535,Honda City i DTEC SV,Hyderabad,2014,65000,Diesel,Manual,First,26.0 kmpl,1498.0,98.6,5.0,,6.99,10,Honda,Cityi
1536,Volkswagen Vento Diesel Highline,Jaipur,2011,50000,Diesel,Manual,First,20.54 kmpl,1598.0,103.6,5.0,,5.0,13,Volkswagen,VentoDiesel
1537,Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,Diesel,Automatic,First,12.19 kmpl,2967.0,236.0,5.0,,44.0,10,Audi,Q52008-2012
1538,Maruti Alto 800 LXI,Chennai,2015,21000,Petrol,Manual,First,22.74 kmpl,796.0,47.3,5.0,,2.79,9,Maruti,Alto800
1539,Tata Manza ELAN Quadrajet BS IV,Pune,2012,148000,Diesel,Manual,Second,21.12 kmpl,1248.0,88.8,5.0,,2.9,12,Tata,ManzaELAN
1540,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2016,68000,Petrol,Manual,First,15.29 kmpl,1591.0,121.3,5.0,,9.85,8,Hyundai,Creta1.6
1541,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2014,52000,Diesel,Automatic,First,12.0 kmpl,2987.0,224.0,7.0,,49.0,10,Mercedes-Benz,GL-Class2007
1542,Mahindra Thar CRDe,Jaipur,2016,19000,Diesel,Manual,First,16.55 kmpl,2498.0,105.0,6.0,11.39 Lakh,9.25,8,Mahindra,TharCRDe
1543,Hyundai Verna 1.6 CRDI,Mumbai,2011,74000,Diesel,Manual,Second,22.32 kmpl,1582.0,126.3,5.0,,3.75,13,Hyundai,Verna1.6
1544,Ford Aspire Titanium Diesel,Coimbatore,2017,30279,Diesel,Manual,First,26.1 kmpl,1498.0,99.0,5.0,9.79 Lakh,7.29,7,Ford,AspireTitanium
1545,Mini Cooper 3 DOOR D,Mumbai,2016,20000,Diesel,Automatic,First,20.7 kmpl,1496.0,113.98,4.0,35 Lakh,23.5,8,Mini Cooper,Cooper3
1546,Maruti Omni 8 Seater BSIV,Hyderabad,2013,34834,Petrol,Manual,First,14.0 kmpl,796.0,35.0,5.0,,2.6,11,Maruti,Omni8
1547,Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,Diesel,Manual,Second,21.03 kmpl,1461.0,65.0,5.0,9.26 Lakh,3.1,9,Mahindra,Verito1.5
1548,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Coimbatore,2016,38730,Diesel,Automatic,First,14.21 kmpl,2143.0,203.0,5.0,,29.98,8,Mercedes-Benz,E-Class2009-2013
1549,Renault Duster 110PS Diesel RxZ,Kochi,2016,57390,Diesel,Manual,First,19.01 kmpl,1461.0,108.45,5.0,,6.73,8,Renault,Duster110PS
1550,Maruti Swift Dzire Tour LDI,Kolkata,2016,100000,Diesel,Manual,First,23.4 kmpl,1248.0,74.0,5.0,,3.5,8,Maruti,SwiftDzire
1551,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,50000,Petrol,Manual,First,16.47 kmpl,1198.0,73.9,5.0,,2.35,13,Volkswagen,PoloPetrol
1552,Mahindra XUV500 W10 2WD,Coimbatore,2017,64961,Diesel,Manual,First,16.0 kmpl,2179.0,140.0,7.0,,16.13,7,Mahindra,XUV500W10
1553,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2014,72465,Petrol,Manual,First,16.47 kmpl,1198.0,74.0,5.0,,5.9,10,Volkswagen,Polo1.2
1554,Maruti Ritz VXI,Hyderabad,2012,68776,Petrol,Manual,First,21.1 kmpl,1197.0,85.8,5.0,,3.9,12,Maruti,RitzVXI
1555,Chevrolet Optra 1.6 Elite,Pune,2005,150000,Petrol,Manual,First,14.7 kmpl,1598.0,104.0,5.0,,1.5,19,Chevrolet,Optra1.6
1556,Toyota Innova 2.5 GX 7 STR BSIV,Delhi,2012,68000,Diesel,Manual,First,12.8 kmpl,2494.0,102.0,7.0,,6.95,12,Toyota,Innova2.5
1557,Honda City i DTec SV,Delhi,2015,33000,Diesel,Manual,First,26.0 kmpl,1498.0,98.6,5.0,,7.0,9,Honda,Cityi
1558,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,22389,Petrol,Manual,First,17.0 kmpl,1198.0,73.75,5.0,8.68 Lakh,7.23,7,Volkswagen,Ameo1.2
1559,Maruti SX4 ZDI Leather,Mumbai,2012,90000,Diesel,Manual,First,21.5 kmpl,1248.0,88.8,5.0,,3.81,12,Maruti,SX4ZDI
1560,Maruti Swift ZXI,Chennai,2012,42000,Petrol,Manual,Third,18.6 kmpl,1197.0,85.8,5.0,,4.5,12,Maruti,SwiftZXI
1561,Hyundai Creta 1.6 CRDi SX,Pune,2017,38767,Diesel,Manual,First,19.67 kmpl,1582.0,126.2,5.0,,12.6,7,Hyundai,Creta1.6
1562,Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Diesel,Automatic,First,12.07 kmpl,2967.0,241.4,7.0,,48.0,9,Audi,Q735
1563,Maruti Alto LXi BSIII,Coimbatore,2010,59136,Petrol,Manual,First,19.7 kmpl,796.0,46.3,5.0,,2.96,14,Maruti,AltoLXi
1564,Honda Amaze SX i-DTEC,Kolkata,2014,36000,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,,3.25,10,Honda,AmazeSX
1565,Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2011,95000,Diesel,Automatic,Second,18.33 kmpl,1968.0,167.7,5.0,,8.5,13,Volkswagen,PassatDiesel
1566,Hyundai Elantra CRDi SX AT,Mumbai,2013,51000,Diesel,Automatic,First,19.5 kmpl,1582.0,126.24,5.0,,8.75,11,Hyundai,ElantraCRDi
1567,Maruti Wagon R VXI BS IV,Kochi,2011,36411,Petrol,Manual,First,18.9 kmpl,998.0,67.1,5.0,,3.08,13,Maruti,WagonR
1568,Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,Diesel,Automatic,First,12.81 kmpl,1999.0,148.31,7.0,66.39 Lakh,41.5,7,Land Rover,RoverDiscovery
1569,Honda City i VTEC SV,Pune,2016,27300,Petrol,Manual,First,17.8 kmpl,1497.0,117.3,5.0,,7.0,8,Honda,Cityi
1570,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,29813,Petrol,Automatic,Second,14.74 kmpl,1991.0,181.03,5.0,,11.5,13,Mercedes-Benz,NewC-Class
1571,Maruti Wagon R LX BS IV,Pune,2011,71000,Petrol,Manual,First,20.51 kmpl,998.0,67.04,5.0,,2.6,13,Maruti,WagonR
1572,Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,Diesel,Manual,First,22.32 kmpl,1582.0,126.3,5.0,,4.3,10,Hyundai,Verna1.6
1573,Maruti Ertiga VXI CNG,Mumbai,2017,19234,CNG,Manual,First,17.5 km/kg,1373.0,80.46,7.0,,8.35,7,Maruti,ErtigaVXI
1574,Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,Diesel,Automatic,First,17.06 kmpl,1968.0,141.0,5.0,36.45 Lakh,24.9,7,Volkswagen,Tiguan2.0
1575,BMW X1 sDrive 20d Exclusive,Pune,2011,102000,Diesel,Automatic,First,15.06 kmpl,1995.0,177.0,5.0,,13.75,13,BMW,X1sDrive
1576,Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,42277,Diesel,Manual,First,24.0 kmpl,1186.0,73.97,5.0,,3.85,10,Hyundai,Grandi10
1577,Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2014,46000,Diesel,Automatic,First,13.0 kmpl,2143.0,201.1,5.0,,23.25,10,Mercedes-Benz,E-ClassE250
1578,Mahindra Bolero ZLX,Chennai,2012,35000,Diesel,Manual,First,13.6 kmpl,2523.0,62.1,7.0,,7.0,12,Mahindra,BoleroZLX
1579,Hyundai Grand i10 Asta Option,Bangalore,2015,50000,Petrol,Manual,First,18.9 kmpl,1197.0,82.0,5.0,,5.75,9,Hyundai,Grandi10
1580,Hyundai i10 Magna 1.2,Mumbai,2008,62000,Petrol,Manual,Second,20.36 kmpl,1197.0,78.9,5.0,,1.65,16,Hyundai,i10Magna
1581,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Mumbai,2012,78000,Diesel,Manual,First,19.33 kmpl,1968.0,138.1,5.0,,6.5,12,Volkswagen,Jetta2012-2014
1582,Skoda Yeti Elegance,Chennai,2011,79000,Diesel,Manual,First,17.67 kmpl,1968.0,138.08,5.0,,7.5,13,Skoda,YetiElegance
1583,Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,Diesel,Automatic,First,14.75 kmpl,2967.0,245.0,7.0,91.38 Lakh,72.94,5,Audi,Q745
1584,Toyota Fortuner 3.0 Diesel,Chennai,2010,135000,Diesel,Manual,Second,11.5 kmpl,2982.0,171.0,7.0,,11.0,14,Toyota,Fortuner3.0
1585,Maruti Wagon R VXI Minor ABS,Kochi,2013,36716,Petrol,Manual,First,18.9 kmpl,1061.0,67.0,5.0,,3.02,11,Maruti,WagonR
1586,Hyundai EON Era,Coimbatore,2013,65060,Petrol,Manual,First,21.1 kmpl,814.0,55.2,5.0,,3.32,11,Hyundai,EONEra
1587,Honda Brio S MT,Delhi,2013,33000,Petrol,Manual,First,19.4 kmpl,1198.0,86.8,5.0,,3.24,11,Honda,BrioS
1588,Maruti Alto 800 VXI,Kolkata,2015,11110,Petrol,Manual,First,22.74 kmpl,796.0,47.3,5.0,,2.35,9,Maruti,Alto800
1589,Mahindra Bolero ZLX,Jaipur,2013,63000,Diesel,Manual,First,15.96 kmpl,2523.0,62.1,7.0,11.15 Lakh,5.5,11,Mahindra,BoleroZLX
1590,Honda City i VTEC SV,Mumbai,2015,27030,Petrol,Manual,First,17.8 kmpl,1497.0,117.3,5.0,,6.75,9,Honda,Cityi
1591,Skoda Rapid 1.6 MPI Elegance Black Package,Mumbai,2015,19600,Petrol,Manual,First,15.0 kmpl,1598.0,103.52,5.0,,6.15,9,Skoda,Rapid1.6
1592,Maruti Swift VVT VXI,Pune,2016,27755,Petrol,Manual,First,22.0 kmpl,1197.0,81.8,5.0,,5.45,8,Maruti,SwiftVVT
1593,Hyundai EON Magna Plus,Hyderabad,2013,20000,Petrol,Manual,Second,21.1 kmpl,814.0,55.2,5.0,,2.3,11,Hyundai,EONMagna
1594,Maruti Swift Dzire ZXI,Kochi,2015,24782,Petrol,Manual,First,20.85 kmpl,1197.0,83.14,5.0,,6.21,9,Maruti,SwiftDzire
1595,Nissan Micra XV CVT,Coimbatore,2014,47303,Petrol,Automatic,First,19.34 kmpl,1198.0,76.0,5.0,,5.21,10,Nissan,MicraXV
1596,Audi Q7 4.2 FSI quattro,Delhi,2008,71000,Petrol,Automatic,First,8.3 kmpl,4134.0,250.0,7.0,,11.99,16,Audi,Q74.2
1597,Maruti Swift Vdi BSIII,Pune,2010,135000,Diesel,Manual,First,17.8 kmpl,1248.0,75.0,5.0,,3.1,14,Maruti,SwiftVdi
1598,Tata Xenon XT EX 4X2,Jaipur,2017,1000,Diesel,Manual,First,13.49 kmpl,2179.0,138.03,5.0,,7.5,7,Tata,XenonXT
1599,Volkswagen Polo 1.5 TDI Comfortline,Kolkata,2016,29000,Diesel,Manual,First,20.14 kmpl,1498.0,88.8,5.0,,4.0,8,Volkswagen,Polo1.5
1600,Honda City i VTEC SV,Kochi,2016,36367,Petrol,Manual,First,17.8 kmpl,1497.0,117.3,5.0,,7.73,8,Honda,Cityi
1601,Honda City i VTEC V,Bangalore,2015,38000,Petrol,Manual,First,17.4 kmpl,1497.0,117.3,5.0,,7.8,9,Honda,Cityi
1602,Maruti 800 AC BSIII,Hyderabad,2011,83969,Petrol,Manual,First,16.1 kmpl,796.0,37.0,4.0,,1.3,13,Maruti,800AC
1603,Volkswagen Polo 1.5 TDI Trendline,Jaipur,2014,82621,Diesel,Manual,First,20.14 kmpl,1498.0,88.8,5.0,,4.42,10,Volkswagen,Polo1.5
1604,Chevrolet Captiva LTZ VCDi,Pune,2009,89000,Diesel,Automatic,First,12.5 kmpl,1991.0,147.9,7.0,,4.0,15,Chevrolet,CaptivaLTZ
1605,Mahindra XUV500 W10 2WD,Kolkata,2016,54000,Diesel,Manual,First,16.0 kmpl,2179.0,140.0,7.0,,13.0,8,Mahindra,XUV500W10
1606,Honda Amaze VX i-DTEC,Kochi,2015,61691,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,,5.38,9,Honda,AmazeVX
1607,Hyundai i20 1.2 Sportz Option,Chennai,2011,32200,Petrol,Manual,Second,17.0 kmpl,1197.0,80.0,5.0,,3.25,13,Hyundai,i201.2
1608,Maruti Wagon R AMT VXI,Jaipur,2016,68630,Petrol,Automatic,First,20.51 kmpl,998.0,67.0,5.0,,3.87,8,Maruti,WagonR
1609,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Mumbai,2014,61000,Diesel,Automatic,Second,16.96 kmpl,1968.0,138.03,5.0,,8.25,10,Volkswagen,Jetta2013-2015
1610,Maruti Ciaz 1.4 Zeta,Mumbai,2018,32644,Petrol,Manual,First,20.73 kmpl,1373.0,91.1,5.0,,9.28,6,Maruti,Ciaz1.4
1611,Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,85000,Diesel,Automatic,First,11.79 kmpl,2179.0,120.0,7.0,,6.25,12,Mahindra,Scorpio2009-2014
1612,Chevrolet Aveo U-VA 1.2 LS,Mumbai,2008,75000,Petrol,Manual,Second,15.26 kmpl,1150.0,74.9,5.0,,1.15,16,Chevrolet,AveoU-VA
1613,Maruti Ciaz ZXi Option,Kochi,2016,40347,Petrol,Manual,First,20.73 kmpl,1373.0,91.2,5.0,,7.8,8,Maruti,CiazZXi
1614,Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,Diesel,Manual,First,23.0 kmpl,1396.0,90.0,5.0,,4.5,12,Hyundai,i201.4
1615,Honda Jazz 1.2 SV i VTEC,Kochi,2018,18664,Petrol,Manual,First,18.7 kmpl,1199.0,88.7,5.0,,7.56,6,Honda,Jazz1.2
1616,Mahindra XUV500 W10 2WD,Coimbatore,2017,57847,Diesel,Manual,First,16.0 kmpl,2179.0,140.0,7.0,,16.08,7,Mahindra,XUV500W10
1617,Hyundai i20 1.2 Sportz,Bangalore,2012,52237,Petrol,Manual,First,17.0 kmpl,1197.0,80.0,5.0,,4.5,12,Hyundai,i201.2
1618,Hyundai Verna 1.6 SX,Chennai,2012,128000,Diesel,Manual,First,22.32 kmpl,1582.0,126.32,5.0,,5.0,12,Hyundai,Verna1.6
1619,Hyundai i10 Era 1.1,Delhi,2011,54000,Petrol,Manual,First,19.81 kmpl,1086.0,68.05,5.0,,2.2,13,Hyundai,i10Era
